Sample,X(ms) [01.01.2012 00:43:32 549 UTC],"labjack_in[%IW64]","labjack_norm[%MD66]","labjack_value[%MD68]"
6003,1325378613454.709700,0,6.91008298727854E-41,-5
6004,1325378613456.534080,0,6.91008298727854E-41,-5
6005,1325378613458.361120,0,6.91008298727854E-41,-5
6006,1325378613460.212960,0,6.91008298727854E-41,-5
6007,1325378613461.846540,0,6.91008298727854E-41,-5
6008,1325378613463.674620,0,6.91008298727854E-41,-5
6009,1325378613465.521060,0,6.91008298727854E-41,-5
6010,1325378613467.325960,0,6.91008298727854E-41,-5
6011,1325378613469.150080,0,6.91008298727854E-41,-5
6012,1325378613470.826900,0,6.91008298727854E-41,-5
6013,1325378613472.838600,0,6.91008298727854E-41,-5
6014,1325378613474.703520,0,6.91008298727854E-41,-5
6015,1325378613476.516120,0,6.91008298727854E-41,-5
6016,1325378613478.318500,0,6.91008298727854E-41,-5
6017,1325378613479.949020,0,6.91008298727854E-41,-5
6018,1325378613481.768900,0,6.91008298727854E-41,-5
6019,1325378613483.589560,0,6.91008298727854E-41,-5
6020,1325378613485.401620,0,6.91008298727854E-41,-5
6021,1325378613487.198100,0,6.91008298727854E-41,-5
6022,1325378613488.874420,0,6.91008298727854E-41,-5
6023,1325378613490.655340,0,6.91008298727854E-41,-5
6024,1325378613492.454320,0,6.91008298727854E-41,-5
6025,1325378613494.295320,0,6.91008298727854E-41,-5
6026,1325378613495.922440,0,6.91008298727854E-41,-5
6027,1325378613497.742000,0,6.91008298727854E-41,-5
6028,1325378613499.558280,0,6.91008298727854E-41,-5
6029,1325378613501.360360,0,6.91008298727854E-41,-5
6030,1325378613503.405020,0,6.91008298727854E-41,-5
6031,1325378613505.257140,0,6.91008298727854E-41,-5
6032,1325378613506.950840,0,6.91008298727854E-41,-5
6033,1325378613508.744460,0,6.91008298727854E-41,-5
6034,1325378613510.556720,0,6.91008298727854E-41,-5
6035,1325378613512.362180,0,6.91008298727854E-41,-5
6036,1325378613514.203420,0,6.91008298727854E-41,-5
6037,1325378613515.849040,0,6.91008298727854E-41,-5
6038,1325378613517.654380,0,6.91008298727854E-41,-5
6039,1325378613519.458620,0,6.91008298727854E-41,-5
6040,1325378613521.241180,0,6.91008298727854E-41,-5
6041,1325378613522.904400,0,6.91008298727854E-41,-5
6042,1325378613524.757620,0,6.91008298727854E-41,-5
6043,1325378613526.537700,0,6.91008298727854E-41,-5
6044,1325378613528.358960,0,6.91008298727854E-41,-5
6045,1325378613530.179320,0,6.91008298727854E-41,-5
6046,1325378613531.819200,0,6.91008298727854E-41,-5
6047,1325378613533.645340,0,6.91008298727854E-41,-5
6048,1325378613535.495220,0,6.91008298727854E-41,-5
6049,1325378613537.274620,0,6.91008298727854E-41,-5
6050,1325378613538.940220,0,6.91008298727854E-41,-5
6051,1325378613540.753720,0,6.91008298727854E-41,-5
6052,1325378613542.546160,0,6.91008298727854E-41,-5
6053,1325378613544.356440,0,6.91008298727854E-41,-5
6054,1325378613546.162300,0,6.91008298727854E-41,-5
6055,1325378613547.835760,0,6.91008298727854E-41,-5
6056,1325378613549.630360,0,6.91008298727854E-41,-5
6057,1325378613551.447420,0,6.91008298727854E-41,-5
6058,1325378613553.270200,0,6.91008298727854E-41,-5
6059,1325378613554.932940,0,6.91008298727854E-41,-5
6060,1325378613556.760400,0,6.91008298727854E-41,-5
6061,1325378613558.561100,0,6.91008298727854E-41,-5
6062,1325378613560.385540,0,6.91008298727854E-41,-5
6063,1325378613562.184000,0,6.91008298727854E-41,-5
6064,1325378613563.856640,0,6.91008298727854E-41,-5
6065,1325378613565.711340,0,6.91008298727854E-41,-5
6066,1325378613567.486940,0,6.91008298727854E-41,-5
6067,1325378613569.305940,0,6.91008298727854E-41,-5
6068,1325378613570.967280,0,6.91008298727854E-41,-5
6069,1325378613573.409760,0,6.91008298727854E-41,-5
6070,1325378613575.244960,0,6.91008298727854E-41,-5
6071,1325378613576.900380,0,6.91008298727854E-41,-5
6072,1325378613578.707360,0,6.91008298727854E-41,-5
6073,1325378613580.491060,0,6.91008298727854E-41,-5
6074,1325378613582.306640,0,6.91008298727854E-41,-5
6075,1325378613584.161680,0,6.91008298727854E-41,-5
6076,1325378613585.793160,0,6.91008298727854E-41,-5
6077,1325378613587.589000,0,6.91008298727854E-41,-5
6078,1325378613589.400200,0,6.91008298727854E-41,-5
6079,1325378613591.162660,0,6.91008298727854E-41,-5
6080,1325378613592.838060,0,6.91008298727854E-41,-5
6081,1325378613594.680360,0,6.91008298727854E-41,-5
6082,1325378613596.479220,0,6.91008298727854E-41,-5
6083,1325378613598.300460,0,6.91008298727854E-41,-5
6084,1325378613600.135820,0,6.91008298727854E-41,-5
6085,1325378613601.790000,0,6.91008298727854E-41,-5
6086,1325378613603.865320,0,6.91008298727854E-41,-5
6087,1325378613605.732220,0,6.91008298727854E-41,-5
6088,1325378613607.568200,0,6.91008298727854E-41,-5
6089,1325378613609.351220,0,6.91008298727854E-41,-5
6090,1325378613611.152600,0,6.91008298727854E-41,-5
6091,1325378613612.799440,0,6.91008298727854E-41,-5
6092,1325378613614.625380,0,6.91008298727854E-41,-5
6093,1325378613616.448240,0,6.91008298727854E-41,-5
6094,1325378613618.257520,0,6.91008298727854E-41,-5
6095,1325378613619.878960,0,6.91008298727854E-41,-5
6096,1325378613621.706040,0,6.91008298727854E-41,-5
6097,1325378613623.507120,0,6.91008298727854E-41,-5
6098,1325378613625.370400,0,6.91008298727854E-41,-5
6099,1325378613627.154000,0,6.91008298727854E-41,-5
6100,1325378613628.802360,0,6.91008298727854E-41,-5
6101,1325378613630.623580,0,6.91008298727854E-41,-5
6102,1325378613632.400920,0,6.91008298727854E-41,-5
6103,1325378613634.236760,0,6.91008298727854E-41,-5
6104,1325378613635.908960,0,6.91008298727854E-41,-5
6105,1325378613637.673080,0,6.91008298727854E-41,-5
6106,1325378613639.464020,0,6.91008298727854E-41,-5
6107,1325378613641.283540,0,6.91008298727854E-41,-5
6108,1325378613642.926380,0,6.91008298727854E-41,-5
6109,1325378613644.790080,0,6.91008298727854E-41,-5
6110,1325378613646.609580,0,6.91008298727854E-41,-5
6111,1325378613648.405240,0,6.91008298727854E-41,-5
6112,1325378613650.190000,0,6.91008298727854E-41,-5
6113,1325378613651.835120,0,6.91008298727854E-41,-5
6114,1325378613653.637140,0,6.91008298727854E-41,-5
6115,1325378613655.449120,0,6.91008298727854E-41,-5
6116,1325378613657.476360,0,6.91008298727854E-41,-5
6117,1325378613659.308460,0,6.91008298727854E-41,-5
6118,1325378613660.945280,0,6.91008298727854E-41,-5
6119,1325378613662.802700,0,6.91008298727854E-41,-5
6120,1325378613664.646460,0,6.91008298727854E-41,-5
6121,1325378613666.431100,0,6.91008298727854E-41,-5
6122,1325378613668.237020,0,6.91008298727854E-41,-5
6123,1325378613669.895820,0,6.91008298727854E-41,-5
6124,1325378613671.934920,0,6.91008298727854E-41,-5
6125,1325378613673.738400,0,6.91008298727854E-41,-5
6126,1325378613675.584500,0,6.91008298727854E-41,-5
6127,1325378613677.392520,0,6.91008298727854E-41,-5
6128,1325378613679.183220,0,6.91008298727854E-41,-5
6129,1325378613680.854580,0,6.91008298727854E-41,-5
6130,1325378613682.667940,0,6.91008298727854E-41,-5
6131,1325378613684.471020,0,6.91008298727854E-41,-5
6132,1325378613686.292840,0,6.91008298727854E-41,-5
6133,1325378613687.960900,0,6.91008298727854E-41,-5
6134,1325378613689.782600,0,6.91008298727854E-41,-5
6135,1325378613691.570060,0,6.91008298727854E-41,-5
6136,1325378613694.227360,0,6.91008298727854E-41,-5
6137,1325378613696.606080,0,6.91008298727854E-41,-5
6138,1325378613699.146720,0,6.91008298727854E-41,-5
6139,1325378613701.527280,0,6.91008298727854E-41,-5
6140,1325378613703.824600,0,6.91008298727854E-41,-5
6141,1325378613706.398780,0,6.91008298727854E-41,-5
6142,1325378613708.719100,0,6.91008298727854E-41,-5
6143,1325378613711.187040,0,6.91008298727854E-41,-5
6144,1325378613712.834120,0,6.91008298727854E-41,-5
6145,1325378613715.381140,0,6.91008298727854E-41,-5
6146,1325378613717.689360,0,6.91008298727854E-41,-5
6147,1325378613720.188120,0,6.91008298727854E-41,-5
6148,1325378613722.552040,0,6.91008298727854E-41,-5
6149,1325378613724.907500,0,6.91008298727854E-41,-5
6150,1325378613727.506680,0,6.91008298727854E-41,-5
6151,1325378613729.808840,0,6.91008298727854E-41,-5
6152,1325378613732.367520,0,6.91008298727854E-41,-5
6153,1325378613734.766520,0,6.91008298727854E-41,-5
6154,1325378613736.601040,0,6.91008298727854E-41,-5
6155,1325378613738.937100,0,6.91008298727854E-41,-5
6156,1325378613741.459260,0,6.91008298727854E-41,-5
6157,1325378613743.778760,0,6.91008298727854E-41,-5
6158,1325378613746.300800,0,6.91008298727854E-41,-5
6159,1325378613748.632880,0,6.91008298727854E-41,-5
6160,1325378613750.954780,0,6.91008298727854E-41,-5
6161,1325378613753.438980,0,6.91008298727854E-41,-5
6162,1325378613755.859500,0,6.91008298727854E-41,-5
6163,1325378613758.336240,0,6.91008298727854E-41,-5
6164,1325378613760.699000,0,6.91008298727854E-41,-5
6165,1325378613762.493460,0,6.91008298727854E-41,-5
6166,1325378613764.852160,0,6.91008298727854E-41,-5
6167,1325378613767.379840,0,6.91008298727854E-41,-5
6168,1325378613769.712580,0,6.91008298727854E-41,-5
6169,1325378613772.312480,0,6.91008298727854E-41,-5
6170,1325378613774.778680,0,6.91008298727854E-41,-5
6171,1325378613777.477660,0,6.91008298727854E-41,-5
6172,1325378613779.931140,0,6.91008298727854E-41,-5
6173,1325378613782.518740,0,6.91008298727854E-41,-5
6174,1325378613784.881700,0,6.91008298727854E-41,-5
6175,1325378613787.531280,0,6.91008298727854E-41,-5
6176,1325378613789.894660,0,6.91008298727854E-41,-5
6177,1325378613792.434920,0,6.91008298727854E-41,-5
6178,1325378613794.822260,0,6.91008298727854E-41,-5
6179,1325378613796.621580,0,6.91008298727854E-41,-5
6180,1325378613798.959180,0,6.91008298727854E-41,-5
6181,1325378613801.501560,0,6.91008298727854E-41,-5
6182,1325378613803.869620,0,6.91008298727854E-41,-5
6183,1325378613806.434580,0,6.91008298727854E-41,-5
6184,1325378613808.861680,0,6.91008298727854E-41,-5
6185,1325378613811.420140,0,6.91008298727854E-41,-5
6186,1325378613813.777740,0,6.91008298727854E-41,-5
6187,1325378613816.352300,0,6.91008298727854E-41,-5
6188,1325378613818.690480,0,6.91008298727854E-41,-5
6189,1325378613821.257100,0,6.91008298727854E-41,-5
6190,1325378613823.616600,0,6.91008298727854E-41,-5
6191,1325378613825.411180,0,6.91008298727854E-41,-5
6192,1325378613827.727400,0,6.91008298727854E-41,-5
6193,1325378613830.252800,0,6.91008298727854E-41,-5
6194,1325378613832.558860,0,6.91008298727854E-41,-5
6195,1325378613835.134080,0,6.91008298727854E-41,-5
6196,1325378613837.456480,0,6.91008298727854E-41,-5
6197,1325378613839.794180,0,6.91008298727854E-41,-5
6198,1325378613842.395780,0,6.91008298727854E-41,-5
6199,1325378613844.694640,0,6.91008298727854E-41,-5
6200,1325378613846.518220,0,6.91008298727854E-41,-5
6201,1325378613848.322720,0,6.91008298727854E-41,-5
6202,1325378613850.143700,0,6.91008298727854E-41,-5
6203,1325378613851.817600,0,6.91008298727854E-41,-5
6204,1325378613853.608000,0,6.91008298727854E-41,-5
6205,1325378613855.452900,0,6.91008298727854E-41,-5
6206,1325378613857.262920,0,6.91008298727854E-41,-5
6207,1325378613858.894520,0,6.91008298727854E-41,-5
6208,1325378613860.718000,0,6.91008298727854E-41,-5
6209,1325378613862.521140,0,6.91008298727854E-41,-5
6210,1325378613864.393020,0,6.91008298727854E-41,-5
6211,1325378613866.201920,0,6.91008298727854E-41,-5
6212,1325378613867.865300,0,6.91008298727854E-41,-5
6213,1325378613869.644100,0,6.91008298727854E-41,-5
6214,1325378613871.663140,0,6.91008298727854E-41,-5
6215,1325378613873.486220,0,6.91008298727854E-41,-5
6216,1325378613875.342500,0,6.91008298727854E-41,-5
6217,1325378613877.130140,0,6.91008298727854E-41,-5
6218,1325378613878.805220,0,6.91008298727854E-41,-5
6219,1325378613880.623520,0,6.91008298727854E-41,-5
6220,1325378613882.400360,0,6.91008298727854E-41,-5
6221,1325378613884.236460,0,6.91008298727854E-41,-5
6222,1325378613885.884000,0,6.91008298727854E-41,-5
6223,1325378613887.670920,0,6.91008298727854E-41,-5
6224,1325378613889.487800,0,6.91008298727854E-41,-5
6225,1325378613891.302800,0,6.91008298727854E-41,-5
6226,1325378613892.967100,0,6.91008298727854E-41,-5
6227,1325378613894.782380,0,6.91008298727854E-41,-5
6228,1325378613896.596180,0,6.91008298727854E-41,-5
6229,1325378613898.418880,0,6.91008298727854E-41,-5
6230,1325378613900.175880,0,6.91008298727854E-41,-5
6231,1325378613901.834220,0,6.91008298727854E-41,-5
6232,1325378613903.911380,0,6.91008298727854E-41,-5
6233,1325378613905.730020,0,6.91008298727854E-41,-5
6234,1325378613907.539980,0,6.91008298727854E-41,-5
6235,1325378613909.364460,0,6.91008298727854E-41,-5
6236,1325378613911.173140,0,6.91008298727854E-41,-5
6237,1325378613912.808420,0,6.91008298727854E-41,-5
6238,1325378613914.669260,0,6.91008298727854E-41,-5
6239,1325378613916.480600,0,6.91008298727854E-41,-5
6240,1325378613918.255860,0,6.91008298727854E-41,-5
6241,1325378613919.918420,0,6.91008298727854E-41,-5
6242,1325378613921.734920,0,6.91008298727854E-41,-5
6243,1325378613923.521220,0,6.91008298727854E-41,-5
6244,1325378613925.365700,0,6.91008298727854E-41,-5
6245,1325378613927.168040,0,6.91008298727854E-41,-5
6246,1325378613928.812680,0,6.91008298727854E-41,-5
6247,1325378613930.640440,0,6.91008298727854E-41,-5
6248,1325378613932.461340,0,6.91008298727854E-41,-5
6249,1325378613934.282280,0,6.91008298727854E-41,-5
6250,1325378613935.918900,0,6.91008298727854E-41,-5
6251,1325378613937.740420,0,6.91008298727854E-41,-5
6252,1325378613939.558700,0,6.91008298727854E-41,-5
6253,1325378613941.342580,0,6.91008298727854E-41,-5
6254,1325378613943.162780,0,6.91008298727854E-41,-5
6255,1325378613944.851860,0,6.91008298727854E-41,-5
6256,1325378613946.652120,0,6.91008298727854E-41,-5
6257,1325378613948.463600,0,6.91008298727854E-41,-5
6258,1325378613950.285240,0,6.91008298727854E-41,-5
6259,1325378613951.912800,0,6.91008298727854E-41,-5
6260,1325378613953.729180,0,6.91008298727854E-41,-5
6261,1325378613955.579860,0,6.91008298727854E-41,-5
6262,1325378613957.423040,0,6.91008298727854E-41,-5
6263,1325378613959.207060,0,6.91008298727854E-41,-5
6264,1325378613960.851220,0,6.91008298727854E-41,-5
6265,1325378613962.658960,0,6.91008298727854E-41,-5
6266,1325378613964.514100,0,6.91008298727854E-41,-5
6267,1325378613966.347140,0,6.91008298727854E-41,-5
6268,1325378613968.169660,0,6.91008298727854E-41,-5
6269,1325378613969.818700,0,6.91008298727854E-41,-5
6270,1325378613972.220700,0,6.91008298727854E-41,-5
6271,1325378613973.946560,0,6.91008298727854E-41,-5
6272,1325378613975.797960,0,6.91008298727854E-41,-5
6273,1325378613977.597820,0,6.91008298727854E-41,-5
6274,1325378613979.395400,0,6.91008298727854E-41,-5
6275,1325378613981.206860,0,6.91008298727854E-41,-5
6276,1325378613982.838980,0,6.91008298727854E-41,-5
6277,1325378613984.702320,0,6.91008298727854E-41,-5
6278,1325378613986.492840,0,6.91008298727854E-41,-5
6279,1325378613988.280280,0,6.91008298727854E-41,-5
6280,1325378613989.939780,0,6.91008298727854E-41,-5
6281,1325378613991.761380,0,6.91008298727854E-41,-5
6282,1325378613993.547660,0,6.91008298727854E-41,-5
6283,1325378613995.402520,0,6.91008298727854E-41,-5
6284,1325378613997.212840,0,6.91008298727854E-41,-5
6285,1325378613998.873800,0,6.91008298727854E-41,-5
6286,1325378614000.662160,0,6.91008298727854E-41,-5
6287,1325378614002.468740,0,6.91008298727854E-41,-5
6288,1325378614004.586320,0,6.91008298727854E-41,-5
6289,1325378614006.419280,0,6.91008298727854E-41,-5
6290,1325378614008.219380,0,6.91008298727854E-41,-5
6291,1325378614009.884120,0,6.91008298727854E-41,-5
6292,1325378614011.660860,0,6.91008298727854E-41,-5
6293,1325378614013.469360,0,6.91008298727854E-41,-5
6294,1325378614015.329720,0,6.91008298727854E-41,-5
6295,1325378614017.143200,0,6.91008298727854E-41,-5
6296,1325378614018.768900,0,6.91008298727854E-41,-5
6297,1325378614020.582020,0,6.91008298727854E-41,-5
6298,1325378614022.377200,0,6.91008298727854E-41,-5
6299,1325378614024.198520,0,6.91008298727854E-41,-5
6300,1325378614025.857940,0,6.91008298727854E-41,-5
6301,1325378614027.662620,0,6.91008298727854E-41,-5
6302,1325378614029.451580,0,6.91008298727854E-41,-5
6303,1325378614031.284700,0,6.91008298727854E-41,-5
6304,1325378614032.952620,0,6.91008298727854E-41,-5
6305,1325378614034.773540,0,6.91008298727854E-41,-5
6306,1325378614036.589100,0,6.91008298727854E-41,-5
6307,1325378614038.406840,0,6.91008298727854E-41,-5
6308,1325378614040.222700,0,6.91008298727854E-41,-5
6309,1325378614041.845580,0,6.91008298727854E-41,-5
6310,1325378614043.652980,0,6.91008298727854E-41,-5
6311,1325378614045.499020,0,6.91008298727854E-41,-5
6312,1325378614047.314020,0,6.91008298727854E-41,-5
6313,1325378614048.964540,0,6.91008298727854E-41,-5
6314,1325378614050.792440,0,6.91008298727854E-41,-5
6315,1325378614052.583560,0,6.91008298727854E-41,-5
6316,1325378614054.414460,0,6.91008298727854E-41,-5
6317,1325378614056.222000,0,6.91008298727854E-41,-5
6318,1325378614057.852340,0,6.91008298727854E-41,-5
6319,1325378614059.671160,0,6.91008298727854E-41,-5
6320,1325378614061.484820,0,6.91008298727854E-41,-5
6321,1325378614063.255980,0,6.91008298727854E-41,-5
6322,1325378614064.962100,0,6.91008298727854E-41,-5
6323,1325378614066.823060,0,6.91008298727854E-41,-5
6324,1325378614068.634820,0,6.91008298727854E-41,-5
6325,1325378614070.415220,0,6.91008298727854E-41,-5
6326,1325378614072.461840,0,6.91008298727854E-41,-5
6327,1325378614074.325300,0,6.91008298727854E-41,-5
6328,1325378614075.961820,0,6.91008298727854E-41,-5
6329,1325378614077.774420,0,6.91008298727854E-41,-5
6330,1325378614079.570260,0,6.91008298727854E-41,-5
6331,1325378614081.360340,0,6.91008298727854E-41,-5
6332,1325378614083.173560,0,6.91008298727854E-41,-5
6333,1325378614084.862360,0,6.91008298727854E-41,-5
6334,1325378614086.671940,0,6.91008298727854E-41,-5
6335,1325378614088.448160,0,6.91008298727854E-41,-5
6336,1325378614090.258260,0,6.91008298727854E-41,-5
6337,1325378614091.932160,0,6.91008298727854E-41,-5
6338,1325378614093.736580,0,6.91008298727854E-41,-5
6339,1325378614095.576520,0,6.91008298727854E-41,-5
6340,1325378614097.392360,0,6.91008298727854E-41,-5
6341,1325378614099.169760,0,6.91008298727854E-41,-5
6342,1325378614100.831160,0,6.91008298727854E-41,-5
6343,1325378614102.650260,0,6.91008298727854E-41,-5
6344,1325378614104.776320,0,6.91008298727854E-41,-5
6345,1325378614106.601920,0,6.91008298727854E-41,-5
6346,1325378614108.405040,0,6.91008298727854E-41,-5
6347,1325378614110.214260,0,6.91008298727854E-41,-5
6348,1325378614111.841880,0,6.91008298727854E-41,-5
6349,1325378614113.669300,0,6.91008298727854E-41,-5
6350,1325378614115.516100,0,6.91008298727854E-41,-5
6351,1325378614117.316400,0,6.91008298727854E-41,-5
6352,1325378614119.133160,0,6.91008298727854E-41,-5
6353,1325378614121.590320,0,6.91008298727854E-41,-5
6354,1325378614123.864140,0,6.91008298727854E-41,-5
6355,1325378614126.425500,0,6.91008298727854E-41,-5
6356,1325378614128.747480,0,6.91008298727854E-41,-5
6357,1325378614131.217420,0,6.91008298727854E-41,-5
6358,1325378614132.855340,0,6.91008298727854E-41,-5
6359,1325378614135.451360,0,6.91008298727854E-41,-5
6360,1325378614137.829860,0,6.91008298727854E-41,-5
6361,1325378614140.363640,0,6.91008298727854E-41,-5
6362,1325378614142.720600,0,6.91008298727854E-41,-5
6363,1325378614145.223560,0,6.91008298727854E-41,-5
6364,1325378614147.596080,0,6.91008298727854E-41,-5
6365,1325378614149.874740,0,6.91008298727854E-41,-5
6366,1325378614152.423380,0,6.91008298727854E-41,-5
6367,1325378614154.741960,0,6.91008298727854E-41,-5
6368,1325378614157.238160,0,6.91008298727854E-41,-5
6369,1325378614158.858600,0,6.91008298727854E-41,-5
6370,1325378614161.329400,0,6.91008298727854E-41,-5
6371,1325378614163.650100,0,6.91008298727854E-41,-5
6372,1325378614166.200380,0,6.91008298727854E-41,-5
6373,1325378614168.585980,0,6.91008298727854E-41,-5
6374,1325378614170.917520,0,6.91008298727854E-41,-5
6375,1325378614173.618900,0,6.91008298727854E-41,-5
6376,1325378614176.194620,0,6.91008298727854E-41,-5
6377,1325378614178.572660,0,6.91008298727854E-41,-5
6378,1325378614180.962420,0,6.91008298727854E-41,-5
6379,1325378614183.462280,0,6.91008298727854E-41,-5
6380,1325378614185.291780,0,6.91008298727854E-41,-5
6381,1325378614187.778400,0,6.91008298727854E-41,-5
6382,1325378614190.471720,0,6.91008298727854E-41,-5
6383,1325378614192.857400,0,6.91008298727854E-41,-5
6384,1325378614195.410760,0,6.91008298727854E-41,-5
6385,1325378614197.726900,0,6.91008298727854E-41,-5
6386,1325378614200.256300,0,6.91008298727854E-41,-5
6387,1325378614202.663600,0,6.91008298727854E-41,-5
6388,1325378614205.211020,0,6.91008298727854E-41,-5
6389,1325378614207.590040,0,6.91008298727854E-41,-5
6390,1325378614209.872900,0,6.91008298727854E-41,-5
6391,1325378614212.402880,0,6.91008298727854E-41,-5
6392,1325378614214.799360,0,6.91008298727854E-41,-5
6393,1325378614217.285260,0,6.91008298727854E-41,-5
6394,1325378614218.903900,0,6.91008298727854E-41,-5
6395,1325378614221.444160,0,6.91008298727854E-41,-5
6396,1325378614223.783440,0,6.91008298727854E-41,-5
6397,1325378614226.362120,0,6.91008298727854E-41,-5
6398,1325378614228.798440,0,6.91008298727854E-41,-5
6399,1325378614231.255840,0,6.91008298727854E-41,-5
6400,1325378614233.656500,0,6.91008298727854E-41,-5
6401,1325378614236.126040,0,6.91008298727854E-41,-5
6402,1325378614238.505900,0,6.91008298727854E-41,-5
6403,1325378614240.866360,0,6.91008298727854E-41,-5
6404,1325378614242.693280,0,6.91008298727854E-41,-5
6405,1325378614245.248880,0,6.91008298727854E-41,-5
6406,1325378614247.644300,0,6.91008298727854E-41,-5
6407,1325378614249.481360,0,6.91008298727854E-41,-5
6408,1325378614251.283160,0,6.91008298727854E-41,-5
6409,1325378614252.927560,0,6.91008298727854E-41,-5
6410,1325378614254.762420,0,6.91008298727854E-41,-5
6411,1325378614256.630140,0,6.91008298727854E-41,-5
6412,1325378614258.432700,0,6.91008298727854E-41,-5
6413,1325378614260.215160,0,6.91008298727854E-41,-5
6414,1325378614261.871600,0,6.91008298727854E-41,-5
6415,1325378614263.701260,0,6.91008298727854E-41,-5
6416,1325378614265.512920,0,6.91008298727854E-41,-5
6417,1325378614267.346880,0,6.91008298727854E-41,-5
6418,1325378614269.209020,0,6.91008298727854E-41,-5
6419,1325378614270.847420,0,6.91008298727854E-41,-5
6420,1325378614272.956880,0,6.91008298727854E-41,-5
6421,1325378614274.813700,0,6.91008298727854E-41,-5
6422,1325378614276.632580,0,6.91008298727854E-41,-5
6423,1325378614278.409880,0,6.91008298727854E-41,-5
6424,1325378614280.213080,0,6.91008298727854E-41,-5
6425,1325378614281.877360,0,6.91008298727854E-41,-5
6426,1325378614283.663980,0,6.91008298727854E-41,-5
6427,1325378614285.501720,0,6.91008298727854E-41,-5
6428,1325378614287.320360,0,6.91008298727854E-41,-5
6429,1325378614288.953380,0,6.91008298727854E-41,-5
6430,1325378614290.776020,0,6.91008298727854E-41,-5
6431,1325378614292.593260,0,6.91008298727854E-41,-5
6432,1325378614294.397620,0,6.91008298727854E-41,-5
6433,1325378614296.205780,0,6.91008298727854E-41,-5
6434,1325378614297.861540,0,6.91008298727854E-41,-5
6435,1325378614299.685060,0,6.91008298727854E-41,-5
6436,1325378614301.488280,0,6.91008298727854E-41,-5
6437,1325378614303.575960,0,6.91008298727854E-41,-5
6438,1325378614305.410140,0,6.91008298727854E-41,-5
6439,1325378614307.180380,0,6.91008298727854E-41,-5
6440,1325378614308.844140,0,6.91008298727854E-41,-5
6441,1325378614310.659080,0,6.91008298727854E-41,-5
6442,1325378614312.460220,0,6.91008298727854E-41,-5
6443,1325378614314.307320,0,6.91008298727854E-41,-5
6444,1325378614316.132960,0,6.91008298727854E-41,-5
6445,1325378614317.791620,0,6.91008298727854E-41,-5
6446,1325378614319.581620,0,6.91008298727854E-41,-5
6447,1325378614321.379660,0,6.91008298727854E-41,-5
6448,1325378614323.184240,0,6.91008298727854E-41,-5
6449,1325378614324.853040,0,6.91008298727854E-41,-5
6450,1325378614326.666260,0,6.91008298727854E-41,-5
6451,1325378614328.481440,0,6.91008298727854E-41,-5
6452,1325378614330.265280,0,6.91008298727854E-41,-5
6453,1325378614331.919340,0,6.91008298727854E-41,-5
6454,1325378614333.741680,0,6.91008298727854E-41,-5
6455,1325378614335.564500,0,6.91008298727854E-41,-5
6456,1325378614337.374380,0,6.91008298727854E-41,-5
6457,1325378614339.437060,0,6.91008298727854E-41,-5
6458,1325378614341.259400,0,6.91008298727854E-41,-5
6459,1325378614342.897980,0,6.91008298727854E-41,-5
6460,1325378614344.752360,0,6.91008298727854E-41,-5
6461,1325378614346.573380,0,6.91008298727854E-41,-5
6462,1325378614348.350760,0,6.91008298727854E-41,-5
6463,1325378614350.162840,0,6.91008298727854E-41,-5
6464,1325378614351.826760,0,6.91008298727854E-41,-5
6465,1325378614353.609500,0,6.91008298727854E-41,-5
6466,1325378614355.472160,0,6.91008298727854E-41,-5
6467,1325378614357.336600,0,6.91008298727854E-41,-5
6468,1325378614359.144720,0,6.91008298727854E-41,-5
6469,1325378614360.792560,0,6.91008298727854E-41,-5
6470,1325378614362.608260,0,6.91008298727854E-41,-5
6471,1325378614364.465080,0,6.91008298727854E-41,-5
6472,1325378614366.250200,0,6.91008298727854E-41,-5
6473,1325378614367.903340,0,6.91008298727854E-41,-5
6474,1325378614369.744560,0,6.91008298727854E-41,-5
6475,1325378614371.535520,0,6.91008298727854E-41,-5
6476,1325378614373.809180,0,6.91008298727854E-41,-5
6477,1325378614375.721600,0,6.91008298727854E-41,-5
6478,1325378614377.530780,0,6.91008298727854E-41,-5
6479,1325378614379.337460,0,6.91008298727854E-41,-5
6480,1325378614381.168380,0,6.91008298727854E-41,-5
6481,1325378614382.822200,0,6.91008298727854E-41,-5
6482,1325378614384.644620,0,6.91008298727854E-41,-5
6483,1325378614386.465460,0,6.91008298727854E-41,-5
6484,1325378614388.292040,0,6.91008298727854E-41,-5
6485,1325378614389.951840,0,6.91008298727854E-41,-5
6486,1325378614391.730040,0,6.91008298727854E-41,-5
6487,1325378614393.539460,0,6.91008298727854E-41,-5
6488,1325378614395.389540,0,6.91008298727854E-41,-5
6489,1325378614397.174380,0,6.91008298727854E-41,-5
6490,1325378614398.856120,0,6.91008298727854E-41,-5
6491,1325378614400.668660,0,6.91008298727854E-41,-5
6492,1325378614402.460880,0,6.91008298727854E-41,-5
6493,1325378614404.574220,0,6.91008298727854E-41,-5
6494,1325378614406.422140,0,6.91008298727854E-41,-5
6495,1325378614408.232200,0,6.91008298727854E-41,-5
6496,1325378614409.865680,0,6.91008298727854E-41,-5
6497,1325378614411.677680,0,6.91008298727854E-41,-5
6498,1325378614413.495520,0,6.91008298727854E-41,-5
6499,1325378614415.325920,0,6.91008298727854E-41,-5
